name,price,owner,driven km,transmission,fuel,body type,mileage,engine cc,max power bhp,wheel size inches,no of seats
Hyundai Santro SPORTZ AMT 2019,"₹ 5,92,000",First Owner,15700 Km,Automated Manual Transmission,Petrol,Hatchback,20.3 kmpl,1086 cc,68 bhp,13 Inches,5 Seater
Maruti Suzuki Swift DZire VDi 2010,"₹ 3,40,000",First Owner,58000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Hyundai i10 Era 2011,"₹ 2,75,000",First Owner,75000 Km,Manual,Petrol,Hatchback,19.81 kmpl,1086 cc,68 bhp,13 Inch,5 Seater
Tata Tiago Revotorq XT 2016,"₹ 4,25,000",First Owner,55393 Km,Manual,Diesel,Hatchback,27.28,1047 cc,69bhp,14 Inch,5 Seater
Chevrolet Beat LS Diesel 2011,"₹ 2,11,000",Third Owner,90000 Km,Manual,Diesel,Hatchback,25.44 kmpl,936 cc,57 bhp,14 Inches,5 Seater
Toyota Innova 2.5 VX 8 STR BS III 2014,"₹ 9,75,000",Second Owner,189000 Km,Manual,Diesel,MUV,12.99 kmpl,2494 cc,100 bhp,15 Inch,5 Seater
Renault KWID 1.0 RXT AMT Opt 2017,"₹ 3,75,000",First Owner,36519 Km,Automated Manual Transmission,Petrol,Hatchback,25.17 kmpl,999 cc,53,13 Inch,5 Seater
Mercedes-Benz M-Class ML 350 CDI 2015,"₹ 24,45,000",Second Owner,63000 Km,Automatic,Diesel,SUV,15.26 kmpl,2997 cc,254 bhp,19 Inch,5 Seater
BMW 5 Series 520d 2012,"₹ 13,45,000",First Owner,64000 Km,Automatic,Diesel,Sedan,18.48 kmpl,1995 cc,184 bhp,"17"" inches",5 Seater
Audi A6 2.0 TDI PREMIUM PLUS 2014,"₹ 17,50,000",First Owner,57000 Km,Automatic,Diesel,Sedan,16.66 kmpl,1968 cc,177 bhp,17 inches,5 Seater
BMW 3 Series 320d 2011,"₹ 10,80,000",Second Owner,89000 Km,Automatic,Diesel,Sedan,9.7 kmpl,1995 cc,184 bhp,16,5 Seater
Ford Figo 1.5D TITANIUM MT 2017,"₹ 4,25,000",First Owner,62000 Km,Manual,Diesel,Hatchback,25.83kmpl,1498cc,99bhp,14 Inch,5 Seater
Hyundai Creta 1.6 SX Diesel 2017,"₹ 8,55,000",First Owner,41000 Km,Manual,Diesel,SUV,19.67 kmpl,1582 cc,126 bhp,16'',5 Seater
Hyundai i20 Sportz 1.4 CRDi 2014,"₹ 3,95,000",First Owner,76000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Honda Amaze 1.2 VX i-VTEC 2019,"₹ 7,40,000",First Owner,44000 Km,Manual,Petrol,Sedan,19.5 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Maruti Suzuki Swift Dzire VXI 1.2 BS IV 2014,"₹ 4,50,000",First Owner,57000 Km,Manual,Petrol,Sedan,20.85 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Volkswagen Polo GT TSI 2016,"₹ 6,75,000",First Owner,37000 Km,Automatic,Petrol,Hatchback,16.47 kmpl,1198 cc,103 bhp,15'',5 Seater
Tata Bolt XE Diesel 2017,"₹ 3,50,000",First Owner,85000 Km,Manual,Diesel,Hatchback,22.95,1248 cc,74,14 Inch,5 Seater
Honda Mobilio V i-DTEC 2014,"₹ 5,90,000",First Owner,51000 Km,Manual,Diesel,MUV,24.5 kmpl,1498 cc,98.6bhp,15 Inch,7 Seater
Hyundai Verna 1.6 CRDi SX (O) 2018,"₹ 9,90,000",First Owner,70000 Km,Manual,Diesel,Sedan,24.8 kmpl,1582 cc,126 bhp,16 Inch,5 Seater
Honda Amaze 1.2 VX i-VTEC 2020,"₹ 7,75,000",First Owner,19000 Km,Manual,Petrol,Sedan,19.5 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Honda City 1.5 V AT 2017,"₹ 8,11,000",Second Owner,67000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Renault Duster 85 PS RXE 2014,"₹ 4,25,000",First Owner,48000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Honda Amaze 1.2 VX i-VTEC 2019,"₹ 7,75,000",First Owner,3000 Km,Manual,Petrol,Sedan,19.5 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Volkswagen Polo Trendline 1.5L (D) 2016,"₹ 4,10,000",First Owner,75000 Km,Manual,Diesel,Hatchback,20 Kmpl,1498 cc,89 bhp,15'',5 Seater
Ford EcoSport Trend 1.5L TDCi 2016,"₹ 5,75,000",First Owner,50000 Km,Manual,Diesel,SUV,18.88 kmpl,1498 cc,110,"15""",5 Seater
Hyundai Elite i20 Asta 1.2 Opt 2016,"₹ 6,25,000",First Owner,60000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,81.83bhp,16 Inch,5 Seater
Maruti Suzuki Eeco 5 STR AC CNG 2012,"₹ 1,80,000",First Owner,65000 Km,Manual,Petrol + CNG,Van,16.20 Kmpl,1196 CC,63bhp,13 Inch,5 Seater
Maruti Suzuki Swift VDi 2013,"₹ 3,35,000",Second Owner,52000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Renault Duster 110 PS RXZ 4X2 Diesel AMT 2018,"₹ 7,90,000",First Owner,42000 Km,Automated Manual Transmission,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Tata Zest Revotron 1.2T XMS 2015,"₹ 3,80,000",First Owner,26900 Km,Manual,Petrol,Sedan,17.57 kmpl,1193 cc,89 bhp,15'',5 Seater
Hyundai Santro Xing XG ERLX EURO II 2004,"₹ 2,15,000",Second Owner,75000 Km,Manual,Petrol,Hatchback,12.8 kmpl,1086cc,63PS,13 Inch,5 Seater
Maruti Suzuki Wagon R LXi 2007,"₹ 1,39,000",Second Owner,43000 Km,Manual,Petrol,Hatchback,20.5 kmpl,998 cc,67 bhp,13 Inch,5 Seater
Maruti Suzuki Zen LXi 2006,"₹ 95,000",Third Owner,65000 Km,Manual,Petrol,Hatchback,12.6 kmpl,993 cc,58 Bhp,13'',5 Seater
Hyundai i20 Magna 1.2 2009,"₹ 2,46,000",Second Owner,36000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80Bhp,14 Inch,5 Seater
Hyundai Grand i10 Asta U2 1.2 CRDi 2014,"₹ 4,52,000",First Owner,55000 Km,Manual,Diesel,Hatchback,24.95 kmpl,1186 cc,74 bhp,14 Inch,5 Seater
Maruti Suzuki Ritz Vxi (ABS) BS-IV 2012,"₹ 2,83,000",Second Owner,48000 Km,Manual,Petrol,Hatchback,18.5 kmpl,1197 cc,85 bhp,14 inch,5 Seater
Hyundai i10 Magna 2010,"₹ 2,11,000",Second Owner,59000 Km,Manual,Petrol,Hatchback,20 kmpl,1086 cc,67 bhp,13 Inch,5 Seater
Hyundai Eon Era + 2018,"₹ 3,25,000",First Owner,32000 Km,Manual,Petrol,Hatchback,21.1 kmpl,814cc,55 bhp,12 Inch,5 Seater
Honda City V i-VTEC 2013,"₹ 4,95,000",First Owner,37000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Maruti Suzuki Swift VXi 2014,"₹ 4,45,000",First Owner,22000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Renault Duster 85 PS RXL OPT 2012,"₹ 4,25,000",First Owner,101888 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,84 bhp,16 Inch,5 Seater
Toyota Innova Crysta 2.8 Touring Sport AT 2018,"₹ 22,25,000",First Owner,11000 Km,Automatic,Diesel,MUV,14.29 kmpl,2755 cc,172 bhp,17 inch,7 Seater
Hyundai Grand i10 Magna 1.2 Kappa VTVT 2019,"₹ 5,90,000",First Owner,950 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,81 bhp,14,5 Seater
Renault KWID CLIMBER 1.0 AMT 2018,"₹ 4,58,350",First Owner,10726 Km,Automated Manual Transmission,Petrol,Hatchback,25.17 kmpl,999 cc,53,13 Inch,5 Seater
Honda Civic 1.8 S MT 2011,"₹ 3,35,000",Second Owner,58746 Km,Manual,Petrol,Sedan,14.8 kmpl,1799 cc,130 bhp,15 inch,5 Seater
Maruti Suzuki Swift VDi 2012,"₹ 3,25,000",First Owner,68759 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Maruti Suzuki SX4 ZXI 2007,"₹ 1,55,000",Second Owner,10908 Km,Manual,Petrol,Sedan,16.51 kmpl,1586 cc,103 bhp,16'',5 Seater
Maruti Suzuki Swift VXi 2013,"₹ 3,50,000",First Owner,69000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Hyundai i10 Sportz 1.2 AT 2013,"₹ 3,95,000",First Owner,62000 Km,Automatic,Petrol,Hatchback,17 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Chevrolet Beat PS Diesel 2016,"₹ 3,10,000",First Owner,51000 Km,Manual,Diesel,Hatchback,25.44 kmpl,936 cc,58 bhp,14 Inches,5 Seater
Hyundai Verna 1.6 SX 2012,"₹ 4,80,000",Second Owner,56000 Km,Manual,Petrol,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Tata Safari Storme EX 2013,"₹ 5,10,000",First Owner,78000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,148 bhp,16'',5 Seater
Toyota Innova 2.5 V 7 STR 2013,"₹ 5,95,000",First Owner,90000 Km,Manual,Diesel,MUV,11.4 kmpl,2494 cc,102,15 Inch,5 Seater
Hyundai Verna Fluidic 1.6 crdi S (O) 2015,"₹ 6,50,000",First Owner,88000 Km,Manual,Diesel,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Honda City S i-VTEC 2011,"₹ 3,65,000",First Owner,96000 Km,Manual,Petrol,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
Toyota Innova Crysta 2.4 G Plus 7 STR 2019,"₹ 15,00,000",First Owner,18545 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Maruti Suzuki Swift VDi 2013,"₹ 3,50,000",First Owner,76000 Km,Manual,Diesel,Hatchback,25.2kmpl,1248 cc,74bhp,14 Inch,5 Seater
Hyundai Grand i10 Magna 1.2 Kappa VTVT 2019,"₹ 4,65,000",First Owner,15329 Km,Manual,Petrol,Hatchback,20 kmpl,1197 cc,81 bhp,14,5 Seater
Renault Captur Platine Petrol Dual Tone 2018,"₹ 8,00,000",First Owner,24000 Km,Manual,Petrol,SUV,13.9 kmpl,1498 cc,104.55bhp,16 Inch,5 Seater
Honda Brio VX MT 2013,"₹ 3,86,000",First Owner,22000 Km,Manual,Petrol,Hatchback,18.9 kmpl,1198 cc,87 bhp,14 Inch,5 Seater
Tata Tiago Revotron XZA 2019,"₹ 5,95,000",First Owner,9000 Km,Automatic,Petrol,Hatchback,23.84 kmpl,1199 cc,84,14 Inch,5 Seater
Mercedes-Benz E-Class E 250 CDI Avantgarde 2015,"₹ 19,75,000",Second Owner,85000 Km,Automatic,Diesel,Sedan,14.2 kmpl,2143 cc,204 bhp,17 Inch,5 Seater
Hyundai Santa FE 2WD AT 2014,"₹ 12,50,000",Second Owner,92000 Km,Automatic,Diesel,SUV,14.7,2199 cc,194.3bhp,18 Inch,7 Seater
Volkswagen Vento Highline Diesel 2011,"₹ 3,75,000",Third Owner,91000 Km,Manual,Diesel,Sedan,20.5 kmpl,1598 cc,103 bhp,15 inches,5 Seater
Volkswagen Ameo Comfortline 1.5L (D) 2018,"₹ 7,65,000",First Owner,42000 Km,Manual,Diesel,Sedan,21.66 kmpl,1498 cc,109 bhp,"15""",5 Seater
Mahindra XUV500 W6 2014,"₹ 7,75,000",Second Owner,90000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,5 Seater
Honda City 1.5 V AT 2011,"₹ 3,75,000",First Owner,55000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
SKODA SUPERB Elegance 2.0 TDI CR 2013,"₹ 6,75,000",First Owner,79000 Km,Manual,Diesel,Sedan,20 kmpl,1968 cc,108 bhp,15 Inch,5 Seater
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT 2016,"₹ 4,65,000",First Owner,16000 Km,Automatic,Petrol,Hatchback,18.9 kmpl,1197 cc,81 bhp,14 Inch,5 Seater
Honda Accord 2.4 AT 2008,"₹ 3,30,000",Third Owner,119375 Km,Automatic,Petrol,Sedan,7.6km/l,2354cc,180PS,16 inch,5 Seater
Honda Jazz V i-DTEC 2016,"₹ 5,50,000",Second Owner,38739 Km,Manual,Diesel,Hatchback,27.3 kmpl,1498 cc,99 bhp,14 inch,5 Seater
Hyundai Elite i20 Asta 1.4 CRDI Opt 2016,"₹ 6,00,000",Second Owner,55550 Km,Manual,Diesel,Hatchback,22.54 kmpl,1396 cc,89 bhp,16 Inch,5 Seater
Maruti Suzuki Swift LXi 2017,"₹ 4,80,000",First Owner,4000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Hyundai i20 Asta 1.2 2010,"₹ 2,72,950",Second Owner,50000 Km,Manual,Petrol,Hatchback,12.4 kmpl,1197 cc,80bhp,14 Inch,5 Seater
Hyundai Xcent T Plus 2018,"₹ 4,15,000",First Owner,48000 Km,Manual,Petrol + CNG,Sedan,19.1 kmpl,1197 cc,82 bhp,14 Inch,2 Seater
Chevrolet Spark LT 1.0 2013,"₹ 1,80,000",First Owner,75000 Km,Manual,Petrol,Hatchback,13 kmpl,995 cc,63 BHP,13 inches,5 Seater
Honda City 1.5 S AT 2013,"₹ 6,95,000",First Owner,79000 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Tata Indica Vista Aura 1.3 Quadrajet 2010,"₹ 1,25,000",Second Owner,66000 Km,Manual,Diesel,Hatchback,18.4 kmpl,1248 cc,75 Bhp,13 Inch,5 Seater
Volkswagen Polo Trendline 1.0L MPI BS6 2020,"₹ 5,82,000",First Owner,25000 Km,Manual,Petrol,Hatchback,18.78 kmpl,999 cc,75 bhp,15 Inches,5 Seater
Honda Amaze 1.5 S i-DTEC 2014,"₹ 3,50,000",First Owner,80000 Km,Manual,Diesel,Sedan,25.8 kmpl,1498 cc,99 bhp,14 Inch,5 Seater
Nissan Terrano XL D 2017,"₹ 9,60,000",First Owner,36600 Km,Manual,Diesel,SUV,20.5 kmpl,1461 cc,84 bhp,16 Inch,5 Seater
Maruti Suzuki Omni E MPI STD BSIV 2019,"₹ 3,25,000",First Owner,2500 Km,Manual,Petrol,Van,16.8 Kmpl,796 cc,34.2bhp,12 Inch,8 Seater
Maruti Suzuki Zen Estilo LXi 2017,"₹ 1,70,000",First Owner,89500 Km,Manual,Petrol,Hatchback,19 kmpl,998 cc,67 bhp,13 inch,5 Seater
BMW 5 Series 525d 2010,"₹ 11,50,000",First Owner,68000 Km,Automatic,Diesel,Sedan,18.48 kmpl,1995 cc,184 bhp,"17"" inches",5 Seater
Chevrolet Tavera LT L1 9 STR BS III 2007,"₹ 2,85,000",First Owner,80000 Km,Manual,Diesel,MUV,13.7 kmpl,2499 cc,80 bhp,15,5 Seater
Honda City VX i-DTEC 2014,"₹ 5,10,000",First Owner,65000 Km,Manual,Diesel,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
Tata Tiago Revotorq XZ 2017,"₹ 4,40,000",First Owner,41000 Km,Manual,Diesel,Hatchback,27.28,1047 cc,69bhp,14 Inch,5 Seater
SKODA SUPERB Elegance 1.8 TSI AT 2010,"₹ 4,00,000",First Owner,48000 Km,Automatic,Petrol,Sedan,13.7 kmpl,1798 cc,158 bhp,16 Inch,5 Seater
Tata Safari Storme 2.2 VX 4x2 2013,"₹ 4,23,200",First Owner,115000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,148bhp,16 Inch,5 Seater
Maruti Suzuki Ertiga VDI BS-IV 2013,"₹ 4,34,000",First Owner,15000 Km,Manual,Diesel,MUV,20.77kmpl,1248 cc,89 bhp,15 inch,7 Seater
Toyota Innova Crysta 2.4 VX 7 STR 2017,"₹ 17,25,000",First Owner,59000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Toyota Innova Crysta 2.4 VX 7 STR 2017,"₹ 17,85,000",Second Owner,59000 Km,Manual,Diesel,MUV,15.1 kmpl,2393 cc,148 bhp,16 inch,7 Seater
Maruti Suzuki SX4 ZXI 2007,"₹ 2,80,000",Second Owner,66000 Km,Manual,Petrol,Sedan,16.51 kmpl,1586 cc,103 bhp,16'',5 Seater
Audi A4 2.0 TFSI 2010,"₹ 8,90,000",First Owner,37000 Km,Automatic,Petrol,Sedan,8 kmpl,1984 cc,180,16 inches,5 Seater
Tata Hexa XMA 4x2 7 STR 2018,"₹ 13,85,000",First Owner,31000 Km,Automatic,Diesel,SUV,14.4 kmpl,2179 cc,154 bhp,16 Inch,7 Seater
BMW 3 Series 320d 2012,"₹ 14,25,000",First Owner,20000 Km,Automatic,Diesel,Sedan,9.7 kmpl,1995 cc,184 bhp,16,5 Seater
Hyundai Elite i20 Asta 1.2 Opt 2015,"₹ 5,85,000",First Owner,29000 Km,Manual,Petrol,Hatchback,18.6 kmpl,1197 cc,81.83bhp,16 Inch,5 Seater
Mercedes-Benz E-Class E 220d Expression 2019,"₹ 59,90,000",First Owner,2850 Km,Automatic,Diesel,Sedan,18.0 kmpl,1950 cc,192 bhp,17 Inches,5 Seater
Maruti Suzuki ALTO 800 LXi 2012,"₹ 1,65,000",Second Owner,68210 Km,Manual,Petrol,Hatchback,24.7 kmpl,796cc,48 bhp,12 Inch,5 Seater
Audi A6 2.0 TDI Premium Plus 2012,"₹ 12,75,000",First Owner,60000 Km,Automatic,Diesel,Sedan,16.66 kmpl,1968 cc,177 bhp,17 inches,5 Seater
Honda City VX i-DTEC 2016,"₹ 7,25,000",First Owner,69000 Km,Manual,Diesel,Sedan,26 kmpl,1498 cc,99 bhp,15 inch,5 Seater
MG Hector Sharp 2.0 Diesel 2019,"₹ 18,25,000",First Owner,25500 Km,Manual,Diesel,SUV,17.41 kmpl,1956 cc,169 bhp,17 inches,5 Seater
Hyundai i20 Active 1.2 SX 2016,"₹ 6,00,000",First Owner,45153 Km,Manual,Petrol,Crossover,17.19 kmpl,1197 cc,82 bhp,15 inch,5 Seater
Honda Civic 1.8 S MT 2007,"₹ 1,80,000",First Owner,57458 Km,Manual,Petrol,Sedan,14.8 kmpl,1799 cc,130 bhp,15 inch,5 Seater
Honda City 1.5 EXI 2005,"₹ 1,65,000",Fourth Owner,86500 Km,Manual,Petrol,Sedan,12.8kmpl,1497 cc,78PS,14 Inch,5 Seater
Ford Figo 1.2P TITANIUM MT 2011,"₹ 2,72,950",First Owner,29900 Km,Manual,Petrol,Hatchback,18.16kmpl,1196 cc,86.8bhp,14 Inch,5 Seater
Maruti Suzuki Ritz Vxi 2010,"₹ 2,93,550",First Owner,81000 Km,Manual,Petrol,Hatchback,18.5 kmpl,1197 cc,85 bhp,14 inch,5 Seater
Toyota Innova 2.5 VX 7 STR BS IV 2013,"₹ 8,90,000",First Owner,135000 Km,Manual,Diesel,MUV,12.99 kmpl,2494cc,100.6bhp,15 Inch,5 Seater
Maruti Suzuki A-star Zxi 2011,"₹ 2,11,000",Second Owner,82000 Km,Manual,Petrol,Hatchback,13.8kmpl,998cc,66.1bhp,13 Inch,5 Seater
Honda City VX CVT i-VTEC 2016,"₹ 7,87,950",First Owner,75922 Km,Automatic,Petrol,Sedan,18 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Honda WR-V VX Petrol 2018,"₹ 8,18,850",First Owner,23302 Km,Manual,Petrol,Crossover,17.5 kmpl,1199 cc,88.7bhp,16 Inch,5 Seater
Toyota Fortuner 3.0 4X2 AT 2013,"₹ 13,70,000",First Owner,77000 Km,Automatic,Diesel,SUV,12.55 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Toyota Fortuner 3.0 4x2 MT 2012,"₹ 11,75,000",First Owner,80000 Km,Manual,Diesel,SUV,11.9 kmpl,2982 cc,169 bhp,17 Inch,5 Seater
Toyota Etios Liva GD SP 2013,"₹ 4,10,970",First Owner,67000 Km,Manual,Diesel,Hatchback,23.59 Kmpl,1364 cc,67.06bhp,14 Inch,5 Seater
Maruti Suzuki WAGON R VXI ABS AIRBAG 2013,"₹ 2,75,000",Second Owner,61000 Km,Manual,Petrol,Hatchback,20.5 kmpl,998 cc,67 bhp,14 Inch,5 Seater
Maruti Suzuki Swift DZire VXi AT 2015,"₹ 5,60,000",First Owner,19200 Km,Automatic,Petrol,Sedan,22 Kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Mahindra XUV500 W10 2017,"₹ 12,16,000",First Owner,35400 Km,Manual,Diesel,SUV,16 kmpl,2179 cc,140 bhp,17'',7 Seater
Maruti Suzuki Swift VDi 2019,"₹ 6,95,000",First Owner,30000 Km,Manual,Diesel,Hatchback,28.4 kmpl,1248 cc,74 bhp,14 Inches,5 Seater
Hyundai I20 Sportz 1.4 CRDi 2016,"₹ 5,75,000",First Owner,21000 Km,Manual,Diesel,Hatchback,18.60 kmpl,1368 cc,98.5bhp,14 Inch,5 Seater
Honda Mobilio S i-DTEC 2014,"₹ 4,00,000",First Owner,65000 Km,Manual,Diesel,MUV,24.5 kmpl,1498 cc,98.6bhp,15 Inch,7 Seater
Audi A4 30 TFSI Premium Plus 2017,"₹ 26,00,000",First Owner,35000 Km,Automatic,Petrol,Sedan,18.78 kmpl,1395 cc,170 bhp,16 inches,5 Seater
Toyota Innova 2.5 VX (Diesel) 8 Seater 2013,"₹ 12,80,000",First Owner,48764 Km,Manual,Diesel,MUV,12.99 kmpl,2494cc,100.6bhp,15 Inch,5 Seater
Mercedes-Benz C-Class 250 CDI 2012,"₹ 10,75,000",First Owner,90000 Km,Automatic,Diesel,Sedan,19.27 kmpl,2143 cc,170 bhp,R16,5 Seater
Audi Q7 45 TDI Technology Pack 2011,"₹ 18,50,000",Second Owner,75000 Km,Automatic,Diesel,SUV,12.07 kmpl,4134 cc,335 bhp,18 Inch,5 Seater
BMW 5 Series 520D LUXURY LINE 2012,"₹ 12,50,000",First Owner,98000 Km,Automatic,Diesel,Sedan,18.12 kmpl,1995 cc,190 bhp,18 Inch,5 Seater
BMW 5 Series 520d 2011,"₹ 11,50,000",First Owner,69000 Km,Automatic,Diesel,Sedan,18.48 kmpl,1995 cc,184 bhp,"17"" inches",5 Seater
Jaguar XF Diesel S Premium Luxury 2014,"₹ 25,00,000",First Owner,30889 Km,Automatic,Diesel,Sedan,13.53 kmpl,2993 cc,271 bhp,17 inches,5 Seater
Maruti Suzuki Ertiga VDI BS-IV 2014,"₹ 5,13,000",First Owner,2000 Km,Manual,Diesel,MUV,20.77kmpl,1248 cc,89 bhp,15 inch,7 Seater
Maruti Suzuki Ertiga VDi 2017,"₹ 7,16,000",First Owner,20000 Km,Manual,Diesel,MUV,20.77 kmpl,1248 cc,89 bhp,15 Inch,7 Seater
Hyundai i10 Magna 1.2 2009,"₹ 1,85,000",First Owner,50000 Km,Manual,Petrol,Hatchback,12.8 kmpl,1197 cc,80bhp,13 Inch,5 Seater
Maruti Suzuki Swift DZire VDi 2013,"₹ 3,70,000",First Owner,60000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Honda City VX MT 2014,"₹ 5,25,000",First Owner,26000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Honda City 1.5 V MT 2019,"₹ 9,44,000",First Owner,24000 Km,Manual,Petrol,Sedan,17.8 kmpl,1497 cc,117 bhp,15 Inch,5 Seater
Mahindra XUV500 W8 2WD 2014,"₹ 7,00,000",First Owner,63000 Km,Manual,Diesel,SUV,14 kmpl,2179 cc,140 bhp,17 Inch,5 Seater
Maruti Suzuki Swift LXi 2011,"₹ 2,80,000",First Owner,54000 Km,Manual,Petrol,Hatchback,20.4 kmpl,1197 cc,83 bhp,14 Inch,5 Seater
Maruti Suzuki Swift VDi BS IV 2011,"₹ 2,30,000",First Owner,45245 Km,Manual,Diesel,Hatchback,14.84 kmpl,1248 cc,75,14 Inch,5 Seater
Maruti Suzuki Swift Dzire VDi BS IV 2011,"₹ 3,03,000",First Owner,46852 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Rolls Royce Phantom Sedan 2009,"₹ 2,76,26,179",First Owner,39803 Km,Automatic,Petrol,Sedan,6.71 kmpl,6749 cc,453 bhp,21 inch,5 Seater
Honda WR-V VX Diesel 2018,"₹ 8,57,936",First Owner,8100 Km,Manual,Diesel,Crossover,25.5 kmpl,1498,98.6bhp,16 Inch,5 Seater
Maruti Suzuki Ertiga VDi 2014,"₹ 5,03,000",First Owner,7000 Km,Manual,Diesel,MUV,20.77 kmpl,1248 cc,89 bhp,15 inch,7 Seater
BMW 5 Series 520D LUXURY LINE 2011,"₹ 11,50,000",Second Owner,92000 Km,Automatic,Diesel,Sedan,18.12 kmpl,1995 cc,190 bhp,18 Inch,5 Seater
Maruti Suzuki Ciaz Alpha 1.5 AT 2018,"₹ 10,89,442",First Owner,37441 Km,Automatic,Petrol,Sedan,21.56 kmpl,1462 cc,103 bhp,15 Inches,5 Seater
Porsche Panamera Diesel 2014,"₹ 56,21,005",First Owner,38240 Km,Automatic,Diesel,Crossover,18.18kmpl,2967 cc,250bhp,19 Inch,5 Seater
BMW 7 Series 730Ld DPE (CBU) 2018,"₹ 1,49,00,000",First Owner,35000 Km,Automatic,Diesel,Sedan,14.5 kmpl,2993 cc,262 bhp,19 Inches,4 Seater
Audi A6 3.0 TDI Quattro Technology Pack 2012,"₹ 24,48,926",First Owner,42759 Km,Automatic,Diesel,Sedan,14.6 kmpl,2967 cc,241.38bhp,17 Inch,5 Seater
Audi Q5 2.0 TDI TECHNOLOGY 2013,"₹ 16,50,000",First Owner,64000 Km,Automatic,Diesel,SUV,12.8 kmpl,1968 cc,174 bhp,17 Inch,5 Seater
Renault Duster 110 PS RXZ 2013,"₹ 4,00,000",First Owner,70000 Km,Manual,Diesel,SUV,19.6 kmpl,1461 cc,108.45bhp,16 Inch,5 Seater
Honda Amaze 1.2 V i-VTEC 2019,"₹ 6,12,000",First Owner,19857 Km,Manual,Petrol,Sedan,19.5 kmpl,1198 cc,89 bhp,15 Inches,5 Seater
Toyota Fortuner Sigma 4 2018,"₹ 27,00,000",First Owner,13887 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Hyundai Verna 1.6 SX 2014,"₹ 4,00,000",First Owner,63000 Km,Manual,Petrol,Sedan,17.4 kmpl,1591 cc,121 bhp,16 Inch,5 Seater
Toyota Fortuner Sigma 4 2017,"₹ 25,00,000",Second Owner,35000 Km,Automatic,Diesel,SUV,14.24 kmpl,2755 cc,174 bhp,18 inch,7 Seater
Maruti Suzuki Swift DZire ZDi 2017,"₹ 6,12,374",First Owner,45000 Km,Manual,Diesel,Sedan,26.59 kmpl,1248 cc,74 bhp,14 Inch,5 Seater
Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT 2016,"₹ 5,35,555",First Owner,16999 Km,Automatic,Petrol,Hatchback,18.9 kmpl,1197 cc,81 bhp,14,5 Seater
